,Date,Description,Category,Amount,Account,Account #,Institution,Month,Week,Transaction Id,Account Id,Check Number,Full Description,Date Added
,4/1/2025,Monsoon,Restaurants,-$51.79,Inspirus Savings,xxxx0001,Inspirus CU - Bank,4/1/2025,3/30/2025,398edaeg891fb9ec9cg8cd5b,6f444bde8771fgc0e3cgf538,,Monsoon,4/1/2025
,3/28/2025,Sam's Body Shop,Fees/Repairs/Maint.,-$11.47,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,3/23/2025,8b4c82e0dbf3abd5395d57ea,76b2c15ae4fabbc100g312cb,,Sam's Body Shop,3/28/2025
,3/28/2025,Tower Records,Hobbies,-$12.42,Discover Platinum,xxxx6374,Discover,3/1/2025,3/23/2025,beddf494fg27c0f4f1e3b04c,eb2fdb0bffd1de7e68ga976g,,Tower Records,3/28/2025
,3/28/2025,Safeway,Groceries,-$105.16,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,3/23/2025,0cg5468c7b92e2cgc2081ec0,76b2c15ae4fabbc100g312cb,,Safeway,3/28/2025
,3/28/2025,Safeway,Groceries,-$171.07,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/23/2025,9ddfefbc3798ba8g2dgbf7fg,a5fe955fe0ga85gdagecegdf,,Safeway     xxx-xxx-6789,3/28/2025
,3/28/2025,The Red Cross,Donations,-$30.00,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/23/2025,a7231eabd086945ede5f4137,8bcf3af8b1g4e6de2fgbgd1e,,The Red Cross,3/28/2025
,3/28/2025,Avalon Landscaping,Household,-$59.94,Discover Platinum,xxxx6374,Discover,3/1/2025,3/23/2025,6dab2de0eecaeecb0b5eb9dg,eb2fdb0bffd1de7e68ga976g,,Avalon Landscaping,3/28/2025
,3/27/2025,Walgreens,Pharmacy,-$31.23,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/23/2025,cd4ad2975daee7e1bff7eg0g,6f444bde8771fgc0e3cgf538,,Walgreens     xxx-xxx-6120,3/27/2025
,3/26/2025,Toyota Financing,Prius Loan,-$975.00,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/23/2025,bgadc7cdgf296e1f63d5c1aa,6f444bde8771fgc0e3cgf538,,Toyota Financing,3/26/2025
,3/26/2025,Seattle Sehawks,Fun,-$16.75,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/23/2025,5gfdb4feef4gb71b7cacd1cd,a5fe955fe0ga85gdagecegdf,,Seattle Sehawks,3/26/2025
,3/26/2025,Flying Fish,Restaurants,-$48.01,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/23/2025,9bebd28c94caaffebffe15a4,a5fe955fe0ga85gdagecegdf,,Flying Fish,3/26/2025
,3/26/2025,Slate,Snacks/Coffee,-$5.35,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/23/2025,8aecag820fg08g9bff604egg,a5fe955fe0ga85gdagecegdf,,Slate,3/26/2025
,3/25/2025,Metro Cinema,Fun,-$19.70,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,3/23/2025,8d880cfgca9814741cae81e2,76b2c15ae4fabbc100g312cb,,Metro Cinema,3/25/2025
,3/25/2025,Office Depot,Misc,-$8.83,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,3/23/2025,af2a8a1eg561c52gd5bb4da1,76b2c15ae4fabbc100g312cb,,Office Depot     xxx-xxx-5204,3/25/2025
,3/25/2025,Maple Leaf Movement,Gym/Yoga,-$49.50,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/23/2025,gd4ccdaadfbfb9de4dceg7d2,a5fe955fe0ga85gdagecegdf,,Maple Leaf Movement     xxx-xxx-9125,3/25/2025
,3/23/2025,Cricket Wireless,Cell Phone,-$85.00,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/23/2025,98324fbfge61b69475a8dfcc,6f444bde8771fgc0e3cgf538,,Cricket Wireless     xxx-xxx-3390,3/23/2025
,3/23/2025,Credit Card Payment Received,Transfer,"$3,651.64",Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/23/2025,fbgegb5c9ca84a0fgbbcda02,a5fe955fe0ga85gdagecegdf,,Credit Card Payment Received     xxx-xxx-5115,3/23/2025
,3/22/2025,Blick Art,Hobbies,-$9.82,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/16/2025,faeffgfe1b57bbd8b641d4g6,a5fe955fe0ga85gdagecegdf,,Blick Art,3/22/2025
,3/22/2025,Tower Records,Hobbies,-$12.15,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/16/2025,4fbacdbdd7g5cf641eacffbc,6f444bde8771fgc0e3cgf538,,Tower Records     xxx-xxx-4149,3/22/2025
,3/22/2025,Alaska Airlines,Vacation,-$409.98,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,3/16/2025,e6f2fc18113gb5g43f2ea283,76b2c15ae4fabbc100g312cb,,Alaska Airlines     xxx-xxx-7810,3/22/2025
,3/22/2025,Herkheimer,Snacks/Coffee,-$5.45,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,afcf37ed1ggad81b219a27de,8bcf3af8b1g4e6de2fgbgd1e,,Herkheimer,3/22/2025
,3/22/2025,Olympia Coffee Roasters,Gifts,-$27.24,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,c9251g0e1d1e6184ecgcaecd,eb2fdb0bffd1de7e68ga976g,,Olympia Coffee Roasters,3/22/2025
,3/21/2025,Washington DMV,Fees/Repairs/Maint.,-$21.64,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/16/2025,gaaf24fddae0eefgdggea91a,6f444bde8771fgc0e3cgf538,,Washington DMV,3/21/2025
,3/21/2025,Metro Cinema,Fun,-$18.31,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,b6gebf8eeg8eeb40g80eb4c0,8bcf3af8b1g4e6de2fgbgd1e,,Metro Cinema     xxx-xxx-4181,3/21/2025
,3/21/2025,Guitar Center,Hobbies,-$13.77,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,9908042bdfdafb138b4d0a2b,eb2fdb0bffd1de7e68ga976g,,Guitar Center     xxx-xxx-3529,3/21/2025
,3/21/2025,Tower Records,Hobbies,-$3.23,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,e1e4dec3ddeaa00eg3g6a9ed,8bcf3af8b1g4e6de2fgbgd1e,,Tower Records     xxx-xxx-9957,3/21/2025
,3/21/2025,AppleTv,Streaming,-$23.21,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,49c383dc33c656fbgef4a2ad,eb2fdb0bffd1de7e68ga976g,,AppleTv,3/21/2025
,3/21/2025,Stumptown,Snacks/Coffee,-$7.45,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,8e7dbaa9cc969ad388a758cb,eb2fdb0bffd1de7e68ga976g,,Stumptown,3/21/2025
,3/21/2025,Lifewise,Insurance,-$241.26,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,dd0bd686gg19dfcf2e18d5g5,eb2fdb0bffd1de7e68ga976g,,Lifewise     xxx-xxx-9109,3/21/2025
,3/21/2025,Credit Card Payment,Transfer,"-$3,651.64",Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,073ge6bb3980f00f428ddca3,8bcf3af8b1g4e6de2fgbgd1e,,Credit Card Payment     xxx-xxx-9353,3/21/2025
,3/20/2025,Texaco,Gas,-$116.90,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,a2d29gd0faa4g6gbfg6a5c57,eb2fdb0bffd1de7e68ga976g,,Texaco     xxx-xxx-9911,3/20/2025
,3/20/2025,The Guitar Store,Hobbies,-$11.36,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,2cge5bb6fdg1c67ge1g3e439,8bcf3af8b1g4e6de2fgbgd1e,,The Guitar Store     xxx-xxx-3852,3/20/2025
,3/20/2025,Patagonia,Gifts,-$45.22,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/16/2025,db9dd9bg9656fb2c360bfcb6,a5fe955fe0ga85gdagecegdf,,Patagonia,3/20/2025
,3/20/2025,Lioness Life Coach,Guidance,-$110.00,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/16/2025,93fcdgfd3bfafae89bgc6gdg,6f444bde8771fgc0e3cgf538,,Lioness Life Coach,3/20/2025
,3/18/2025,Safeway,Groceries,-$136.93,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,ad66gba04ddgf5f420a5gaff,8bcf3af8b1g4e6de2fgbgd1e,,Safeway     xxx-xxx-1950,3/18/2025
,3/18/2025,Analog,Snacks/Coffee,-$6.74,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,9dg73ea31cdg5bf8dbcdcc1e,8bcf3af8b1g4e6de2fgbgd1e,,Analog,3/18/2025
,3/17/2025,Olympia Coffee Roasters,Gifts,-$43.37,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,feg6dbadccbgg7ad9ca4ga48,eb2fdb0bffd1de7e68ga976g,,Olympia Coffee Roasters     xxx-xxx-6521,3/17/2025
,3/17/2025,Keeley Practitioners,Guidance,-$109.66,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/16/2025,3ef9aad0b90g3fe91486ceab,6f444bde8771fgc0e3cgf538,,Keeley Practitioners     xxx-xxx-6995,3/17/2025
,3/16/2025,The Guitar Store,Hobbies,-$10.73,Discover Platinum,xxxx6374,Discover,3/1/2025,3/16/2025,ca7dg1gbegeb0gac8cbbb1ef,eb2fdb0bffd1de7e68ga976g,,The Guitar Store     xxx-xxx-8246,3/16/2025
,3/16/2025,Starbucks,Snacks/Coffee,-$6.05,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/16/2025,cgd3b62aef9c4fff2c5bd792,a5fe955fe0ga85gdagecegdf,,Starbucks     xxx-xxx-1230,3/16/2025
,3/16/2025,Capitol Hill Apartments,Rent,"-$1,131.33",Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,7b6edaeg23gd6gffc05a949c,8bcf3af8b1g4e6de2fgbgd1e,,Capitol Hill Apartments     xxx-xxx-9009,3/16/2025
,3/16/2025,Tenant Rent Payment,Rental Income,$950.00,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/16/2025,7db11eag4e3gab2f1gddfcg0,8bcf3af8b1g4e6de2fgbgd1e,,Tenant Rent Payment     xxx-xxx-8780,3/16/2025
,3/14/2025,Texaco,Camper,-$55.62,Discover Platinum,xxxx6374,Discover,3/1/2025,3/9/2025,e939c3ad792dcfbf6bff97cd,eb2fdb0bffd1de7e68ga976g,,Texaco,3/14/2025
,3/14/2025,Pacific Place Theater,Fun,-$13.65,Discover Platinum,xxxx6374,Discover,3/1/2025,3/9/2025,df15cd42agd0ca44e4gf616e,eb2fdb0bffd1de7e68ga976g,,Pacific Place Theater     xxx-xxx-2692,3/14/2025
,3/14/2025,Seattle Sehawks,Fun,-$19.67,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/9/2025,e959cgaecafd7c1ggd6b3bbe,a5fe955fe0ga85gdagecegdf,,Seattle Sehawks,3/14/2025
,3/14/2025,Amazon,Gifts,-$26.96,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/9/2025,fda7g67dc2fdeac4cg2bd7g0,a5fe955fe0ga85gdagecegdf,,Amazon,3/14/2025
,3/13/2025,Allstate,Car Insurance,-$324.50,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/9/2025,92d1b30ecgb5bgedgfff186f,6f444bde8771fgc0e3cgf538,,Allstate     xxx-xxx-8686,3/13/2025
,3/13/2025,Nordstrom,Clothes/Gear,-$121.48,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,3/9/2025,g6a1eg1ceb9a5b605ea63c79,76b2c15ae4fabbc100g312cb,,Nordstrom,3/13/2025
,3/13/2025,Mailboxes Etc,Misc,-$12.48,Discover Platinum,xxxx6374,Discover,3/1/2025,3/9/2025,gfb7df5ba00c4ag6e42d4dgb,eb2fdb0bffd1de7e68ga976g,,Mailboxes Etc,3/13/2025
,3/12/2025,Airbnb,Vacation,-$233.23,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/9/2025,b12fccfcac87894ecacd01gb,a5fe955fe0ga85gdagecegdf,,Airbnb,3/12/2025
,3/12/2025,Puget Sound Energy,Utilities,-$110.00,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/9/2025,6614abf4a5f2c6a1c8ba190g,8bcf3af8b1g4e6de2fgbgd1e,,Puget Sound Energy,3/12/2025
,3/11/2025,Patagonia,Clothes/Gear,-$63.40,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/9/2025,7g9af0972cbecgc1827ec3cb,6f444bde8771fgc0e3cgf538,,Patagonia     xxx-xxx-1184,3/11/2025
,3/11/2025,Walgreens,Misc,-$11.91,Discover Platinum,xxxx6374,Discover,3/1/2025,3/9/2025,857ddbbf3da3gdcb75b21b43,eb2fdb0bffd1de7e68ga976g,,Walgreens,3/11/2025
,3/11/2025,Stateside,Restaurants,-$42.56,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/9/2025,bg644eac4ceae45bc91daba2,6f444bde8771fgc0e3cgf538,,Stateside     xxx-xxx-9059,3/11/2025
,3/10/2025,The Paramount,Fun,-$24.57,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/9/2025,befg45f6c3f65ae9de2e7fb3,a5fe955fe0ga85gdagecegdf,,The Paramount     xxx-xxx-3165,3/10/2025
,3/10/2025,Guitar Center,Hobbies,-$11.96,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/9/2025,44dd3bg2egfbg312ccbe6afg,8bcf3af8b1g4e6de2fgbgd1e,,Guitar Center,3/10/2025
,3/10/2025,HBO Max,Streaming,-$19.99,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/9/2025,8cgfg85fcdbf80ccabe3ceg4,a5fe955fe0ga85gdagecegdf,,HBO Max     xxx-xxx-9741,3/10/2025
,3/9/2025,Walgreens,Misc,-$9.54,Discover Platinum,xxxx6374,Discover,3/1/2025,3/9/2025,8g31fa7cf22ffbc2g5f869ad,eb2fdb0bffd1de7e68ga976g,,Walgreens,3/9/2025
,3/8/2025,Pacific Place Theater,Fun,-$19.75,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/2/2025,3f34a1gffdaac59baf0bag13,8bcf3af8b1g4e6de2fgbgd1e,,Pacific Place Theater,3/8/2025
,3/8/2025,Thai Garden,Restaurants,-$51.19,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/2/2025,4a59134dddc0f0agb8gbe19b,6f444bde8771fgc0e3cgf538,,Thai Garden     xxx-xxx-4058,3/8/2025
,3/8/2025,Monsoon,Restaurants,-$46.61,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,3/2/2025,aa44c831gcf7abebgbcg88dc,76b2c15ae4fabbc100g312cb,,Monsoon,3/8/2025
,3/8/2025,Cancer Research Institute,Donations,-$35.00,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/2/2025,d39g6f980842e7bg85b4cd70,6f444bde8771fgc0e3cgf538,,Cancer Research Institute,3/8/2025
,3/6/2025,Netflix,Streaming,-$14.99,Discover Platinum,xxxx6374,Discover,3/1/2025,3/2/2025,b3afe2373dbdd4bcdb0bfa43,eb2fdb0bffd1de7e68ga976g,,Netflix,3/6/2025
,3/6/2025,New Yorker,Subscriptions,-$14.49,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/2/2025,8cgc3de944d58f7bebga3fce,8bcf3af8b1g4e6de2fgbgd1e,,New Yorker,3/6/2025
,3/6/2025,New Yorker,Subscriptions,-$14.49,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/2/2025,2f3adaec1bd67f96gb33a657,8bcf3af8b1g4e6de2fgbgd1e,,New Yorker     xxx-xxx-9788,3/6/2025
,3/6/2025,Whole Foods,Groceries,-$109.09,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/2/2025,d8bc0g897004b4cfebg4ee1c,6f444bde8771fgc0e3cgf538,,Whole Foods,3/6/2025
,3/6/2025,Analog,Snacks/Coffee,-$4.85,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/2/2025,e0agcg4e1bcfec55bbb9cebd,6f444bde8771fgc0e3cgf538,,Analog,3/6/2025
,3/6/2025,Bartells,Pharmacy,-$29.05,Discover Platinum,xxxx6374,Discover,3/1/2025,3/2/2025,04204ag556bfada6ddbd6c15,eb2fdb0bffd1de7e68ga976g,,Bartells     xxx-xxx-7330,3/6/2025
,3/6/2025,Starbucks Payroll,Paycheck,"$6,000.00",Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/2/2025,c447agag76cafb3fa4g0adgc,6f444bde8771fgc0e3cgf538,,Starbucks Payroll     xxx-xxx-1302,3/6/2025
,3/5/2025,CenturyLink,Internet,-$87.50,Discover Platinum,xxxx6374,Discover,3/1/2025,3/2/2025,a0a4bggaab51b00a803cgf90,eb2fdb0bffd1de7e68ga976g,,CenturyLink,3/5/2025
,3/4/2025,Fedex,Misc,-$8.85,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,3/2/2025,bgaee2a8acf5bg4a8dbcf6c9,6f444bde8771fgc0e3cgf538,,Fedex     xxx-xxx-5559,3/4/2025
,3/4/2025,Analog,Snacks/Coffee,-$6.62,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/2/2025,bf9f5dg3ag9gb1fg6a6724fa,a5fe955fe0ga85gdagecegdf,,Analog     xxx-xxx-9846,3/4/2025
,3/4/2025,Get Hot Yoga,Gym/Yoga,-$39.99,Bank of America Visa Signature,xxxx2521,Bank of America,3/1/2025,3/2/2025,ebgeaefg25g5ceeef5cf64c2,a5fe955fe0ga85gdagecegdf,,Get Hot Yoga,3/4/2025
,3/3/2025,Bartells,Pharmacy,-$27.45,Discover Platinum,xxxx6374,Discover,3/1/2025,3/2/2025,27g0a700fbf0b5d1e57cd4aa,eb2fdb0bffd1de7e68ga976g,,Bartells,3/3/2025
,3/2/2025,New York Times,Subscriptions,-$13.99,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/2/2025,84bbdbf2egb3406cbccb4595,8bcf3af8b1g4e6de2fgbgd1e,,New York Times,3/2/2025
,3/2/2025,Stumptown,Snacks/Coffee,-$7.46,Discover Platinum,xxxx6374,Discover,3/1/2025,3/2/2025,f22bcd5f302bc68f69ag5gbb,eb2fdb0bffd1de7e68ga976g,,Stumptown,3/2/2025
,3/2/2025,Housecleaners,Household,-$54.38,Inspirus Checking,xxxx0021,Inspirus CU - Bank,3/1/2025,3/2/2025,6606abgeeabg0ddbf6gfadb5,8bcf3af8b1g4e6de2fgbgd1e,,Housecleaners     xxx-xxx-8255,3/2/2025
,3/1/2025,Patagonia,Clothes/Gear,-$88.56,Discover Platinum,xxxx6374,Discover,3/1/2025,2/23/2025,16ff2bfd0f631efffa9fd62g,eb2fdb0bffd1de7e68ga976g,,Patagonia     xxx-xxx-9517,3/1/2025
,3/1/2025,Metro Cinema,Fun,-$23.04,Inspirus Savings,xxxx0001,Inspirus CU - Bank,3/1/2025,2/23/2025,g1ge9ae5dbfa5b775cb99b0b,6f444bde8771fgc0e3cgf538,,Metro Cinema,3/1/2025
,3/1/2025,Harvest Vine,Restaurants,-$55.84,Chase Freedom,xxxx8374,Chase Bank,3/1/2025,2/23/2025,dga7dd0e7dfg6dg18a4egbcf,76b2c15ae4fabbc100g312cb,,Harvest Vine,3/1/2025
,2/28/2025,Allstate,Car Insurance,-$324.50,Inspirus Savings,xxxx0001,Inspirus CU - Bank,2/1/2025,2/23/2025,64acc0e2fdg3b36b4ee20ecd,6f444bde8771fgc0e3cgf538,,Allstate     xxx-xxx-5942,2/28/2025
,2/28/2025,Feathered Friends,Clothes/Gear,-$63.83,Chase Freedom,xxxx8374,Chase Bank,2/1/2025,2/23/2025,6faadac0bc785babfga7a6a6,76b2c15ae4fabbc100g312cb,,Feathered Friends,2/28/2025
,2/28/2025,Bartells,Pharmacy,-$37.54,Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/23/2025,e4gegdbf169dge9df3b5c1a5,8bcf3af8b1g4e6de2fgbgd1e,,Bartells     xxx-xxx-5685,2/28/2025
,2/27/2025,Texaco,Gas,-$33.81,Discover Platinum,xxxx6374,Discover,2/1/2025,2/23/2025,8gddb516fadfbaab50fcb4bg,eb2fdb0bffd1de7e68ga976g,,Texaco,2/27/2025
,2/27/2025,Office Depot,Misc,-$8.34,Chase Freedom,xxxx8374,Chase Bank,2/1/2025,2/23/2025,70fc88adgbde0g31bgbebeda,76b2c15ae4fabbc100g312cb,,Office Depot,2/27/2025
,2/26/2025,Stateside,Restaurants,-$73.85,Chase Freedom,xxxx8374,Chase Bank,2/1/2025,2/23/2025,3da02af88ed2g6geb35afg84,76b2c15ae4fabbc100g312cb,,Stateside,2/26/2025
,2/26/2025,Stateside,Restaurants,-$54.38,Discover Platinum,xxxx6374,Discover,2/1/2025,2/23/2025,gfc71c5dfbe0017aed6d7c0b,eb2fdb0bffd1de7e68ga976g,,Stateside     xxx-xxx-9956,2/26/2025
,2/25/2025,Wired,Subscriptions,-$11.99,Chase Freedom,xxxx8374,Chase Bank,2/1/2025,2/23/2025,ffdc0gcg3g0ea984g88cdb7c,76b2c15ae4fabbc100g312cb,,Wired     xxx-xxx-2503,2/25/2025
,2/25/2025,Walgreens,Pharmacy,-$31.28,Inspirus Savings,xxxx0001,Inspirus CU - Bank,2/1/2025,2/23/2025,ag3egg9daecb3e72gc9d2f5f,6f444bde8771fgc0e3cgf538,,Walgreens,2/25/2025
,2/25/2025,Keeley Practitioners,Guidance,-$99.11,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/23/2025,3fdd0d07ecca6601a1b8e6d0,a5fe955fe0ga85gdagecegdf,,Keeley Practitioners     xxx-xxx-2831,2/25/2025
,2/24/2025,Guitar Center,Hobbies,-$10.71,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/23/2025,gfgf0faa3ed0f4b3dad7e2fb,a5fe955fe0ga85gdagecegdf,,Guitar Center,2/24/2025
,2/24/2025,Walgreens,Misc,-$10.67,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/23/2025,c6ae0ge94a2dd91d2767ccd3,a5fe955fe0ga85gdagecegdf,,Walgreens,2/24/2025
,2/24/2025,HBO Max,Streaming,-$19.99,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/23/2025,b9e0fg5d29aa0feedea51fdg,a5fe955fe0ga85gdagecegdf,,HBO Max     xxx-xxx-6239,2/24/2025
,2/24/2025,New Yorker,Subscriptions,-$14.49,Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/23/2025,c1aace48410d3011f78bb296,8bcf3af8b1g4e6de2fgbgd1e,,New Yorker     xxx-xxx-3066,2/24/2025
,2/24/2025,Olympia Coffee Roasters,Gifts,-$40.26,Discover Platinum,xxxx6374,Discover,2/1/2025,2/23/2025,59caef54faa97fc84ecb3d92,eb2fdb0bffd1de7e68ga976g,,Olympia Coffee Roasters     xxx-xxx-3393,2/24/2025
,2/23/2025,Credit Card Payment Received,Transfer,"$3,351.17",Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/23/2025,2ac1a7223bdfdgga4b33gd3c,a5fe955fe0ga85gdagecegdf,,Credit Card Payment Received     xxx-xxx-5387,2/23/2025
,2/22/2025,Blick Art,Hobbies,-$24.81,Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/16/2025,fbbf8e12f5dd3ed7d5dd8147,8bcf3af8b1g4e6de2fgbgd1e,,Blick Art,2/22/2025
,2/22/2025,Starbucks,Snacks/Coffee,-$21.33,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/16/2025,ae8c32fa5eea7dd7ca25bf1c,a5fe955fe0ga85gdagecegdf,,Starbucks,2/22/2025
,2/22/2025,The Sierra Club,Donations,-$30.00,Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/16/2025,c8dfdga1df3ba7gd652eagg3,8bcf3af8b1g4e6de2fgbgd1e,,The Sierra Club     xxx-xxx-6617,2/22/2025
,2/21/2025,Credit Card Payment,Transfer,"-$3,351.17",Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/16/2025,c11bf8509eegeabegg8b93fb,8bcf3af8b1g4e6de2fgbgd1e,,Credit Card Payment,2/21/2025
,2/20/2025,UPS,Misc,-$14.37,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/16/2025,cbec6e5f5baa47bcec039624,a5fe955fe0ga85gdagecegdf,,UPS     xxx-xxx-1615,2/20/2025
,2/19/2025,Walgreens,Pharmacy,-$31.25,Inspirus Savings,xxxx0001,Inspirus CU - Bank,2/1/2025,2/16/2025,896d6ef1caefbce8ff8ef4f1,6f444bde8771fgc0e3cgf538,,Walgreens     xxx-xxx-9612,2/19/2025
,2/18/2025,The Guitar Store,Hobbies,-$21.99,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/16/2025,a5gbbdf8ggca3dae2da1bb3g,a5fe955fe0ga85gdagecegdf,,The Guitar Store,2/18/2025
,2/18/2025,The Guitar Store,Hobbies,-$21.11,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/16/2025,c2245gc2g597a9cbee3g4f14,a5fe955fe0ga85gdagecegdf,,The Guitar Store,2/18/2025
,2/18/2025,Alaska Airlines,Vacation,-$125.19,Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/16/2025,8a1d2g34a87ddda29gefgf9a,8bcf3af8b1g4e6de2fgbgd1e,,Alaska Airlines,2/18/2025
,2/18/2025,Capitol Hill Apartments,Rent,"-$1,131.33",Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/16/2025,ac4daa602dbde2ff428f082e,a5fe955fe0ga85gdagecegdf,,Capitol Hill Apartments     xxx-xxx-9293,2/18/2025
,2/17/2025,Housecleaners,Household,-$33.91,Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/16/2025,eb2e45b550b55ga1d1ba8d5c,8bcf3af8b1g4e6de2fgbgd1e,,Housecleaners     xxx-xxx-7179,2/17/2025
,2/17/2025,Tenant Rent Payment,Rental Income,$950.00,Inspirus Checking,xxxx0021,Inspirus CU - Bank,2/1/2025,2/16/2025,bc26bb2b6b5fe130cb26017d,8bcf3af8b1g4e6de2fgbgd1e,,Tenant Rent Payment     xxx-xxx-1988,2/17/2025
,2/15/2025,The Guitar Store,Hobbies,-$19.94,Inspirus Savings,xxxx0001,Inspirus CU - Bank,2/1/2025,2/9/2025,8a62gcbeefadeebe1bab3df7,6f444bde8771fgc0e3cgf538,,The Guitar Store,2/15/2025
,2/14/2025,Amazon,Clothes/Gear,-$26.12,Bank of America Visa Signature,xxxx2521,Bank of America,2/1/2025,2/9/2025,bc22edgc7ag8dd9ace78c632,a5fe955fe0ga85gdagecegdf,,Amazon,2/14/2025
